continent,status,order,family,genus,species,mass.grams
AF,extant,Rodentia,Myoxidae,Graphiurus,rupicola,
AF,extant,Rodentia,Myoxidae,Graphiurus,surdus,
AF,extant,Rodentia,Myoxidae,Graphiurus,ocularis,68.8
AF,extant,Rodentia,Myoxidae,Graphiurus,parvus,10.5
AF,extant,Rodentia,Myoxidae,Graphiurus,platyops,46.1
AF,extant,Rodentia,Myoxidae,Graphiurus,hueti,30
AF,extant,Rodentia,Myoxidae,Graphiurus,murinus,20.2
AF,extant,Rodentia,Pedetidae,Pedetes,capensis,3155
AF,extant,Rodentia,Petromuridae,Petromus,typicus,224
AF,extant,Rodentia,Sciuridae,Atlantoxerus,getulus,251
AF,extant,Rodentia,Sciuridae,Epixerus,ebii,592
AF,extant,Rodentia,Sciuridae,Epixerus,wilsoni,388
AF,extant,Rodentia,Sciuridae,Funisciurus,anerythrus,218
AF,extant,Rodentia,Sciuridae,Funisciurus,congicus,112
AF,extant,Rodentia,Sciuridae,Funisciurus,isabella,109
AF,extant,Rodentia,Sciuridae,Funisciurus,lemniscatus,141
AF,extant,Rodentia,Sciuridae,Funisciurus,pyrropus,297
AF,extant,Rodentia,Sciuridae,Funisciurus,substriatus,186
AF,extant,Rodentia,Sciuridae,Funisciurus,leucogenys,250
AF,extant,Rodentia,Sciuridae,Funisciurus,bayonii,135
AF,extant,Rodentia,Sciuridae,Funisciurus,carruthersi,286
AF,extant,Rodentia,Sciuridae,Heliosciurus,punctatus,174
AF,extant,Rodentia,Sciuridae,Heliosciurus,rufobrachium,371.5
AF,extant,Rodentia,Sciuridae,Heliosciurus,mutabilis,390
AF,extant,Rodentia,Sciuridae,Heliosciurus,gambianus,295
AF,extant,Rodentia,Sciuridae,Heliosciurus,ruwenzorii,291
AF,extant,Rodentia,Sciuridae,Heliosciurus,undulatus,347.3
AF,extant,Rodentia,Sciuridae,Myosciurus,pumilio,165
AF,extant,Rodentia,Sciuridae,Paraxerus,vincenti,
AF,extant,Rodentia,Sciuridae,Paraxerus,poensis,124.5
AF,extant,Rodentia,Sciuridae,Paraxerus,alexandri,52
AF,extant,Rodentia,Sciuridae,Paraxerus,boehmi,70
AF,extant,Rodentia,Sciuridae,Paraxerus,cepapi,180
AF,extant,Rodentia,Sciuridae,Paraxerus,cooperi,250
AF,extant,Rodentia,Sciuridae,Paraxerus,flavovittis,160
AF,extant,Rodentia,Sciuridae,Paraxerus,lucifer,700
AF,extant,Rodentia,Sciuridae,Paraxerus,vexillarius,675
AF,extant,Rodentia,Sciuridae,Paraxerus,ochraceus,104.3
AF,extant,Rodentia,Sciuridae,Paraxerus,palliatus,309.3
AF,extant,Rodentia,Sciuridae,Protoxerus,stangeri,621.5
AF,extant,Rodentia,Sciuridae,Protoxerus,aubinnii,350
AF,extant,Rodentia,Sciuridae,Xerus,inauris,624.5
AF,extant,Rodentia,Sciuridae,Xerus,princeps,950
AF,extant,Rodentia,Sciuridae,Xerus,erythropus,722.5
AF,extant,Rodentia,Sciuridae,Xerus,rutilus,317.5
AF,extant,Rodentia,Thryonomyidae,Thryonomys,swinderianus,4060
AF,extant,Rodentia,Thryonomyidae,Thryonomys,gregorianus,2707.1
AF,extant,Sirenia,Trichechidae,Trichechus,senegalensis,454000
AF,extant,Tubulidentata,Orycteropodidae,Orycteropus,afer,52350.4
AUS,introduction,Artiodactyla,Bovidae,Bos,javanicus,475000
AUS,introduction,Artiodactyla,Bovidae,Bubalus,bubalis,825000
AUS,introduction,Artiodactyla,Bovidae,Capra,hircus,33500
AUS,introduction,Artiodactyla,Camelidae,Camelus,dromedarius,800000
AUS,introduction,Artiodactyla,Cervidae,Axis,axis,69500
AUS,introduction,Artiodactyla,Cervidae,Axis,porcinus,35000
AUS,introduction,Artiodactyla,Cervidae,Cervus,elaphus,119500
AUS,introduction,Artiodactyla,Cervidae,Cervus,timorensis,63000
AUS,introduction,Artiodactyla,Cervidae,Cervus,unicolor,169000
AUS,introduction,Artiodactyla,Cervidae,Dama,dama,48500
AUS,introduction,Artiodactyla,Suidae,Sus,scrofa,86250
AUS,extant,Carnivora,Canidae,Canis,lupus,16800
AUS,extant,Carnivora,Canidae,Vulpes,vulpes,5950
AUS,introduction,Carnivora,Felidae,Felis,silvestris,4250
AUS,extant,Carnivora,Otariidae,Arctocephalus,forsteri,101250
AUS,extant,Carnivora,Otariidae,Arctocephalus,gazella,97500
AUS,extant,Carnivora,Otariidae,Arctocephalus,pusillus,178500
AUS,extant,Carnivora,Otariidae,Arctocephalus,tropicalis,84000
AUS,extant,Carnivora,Otariidae,Neophoca,cinerea,190000
AUS,extant,Carnivora,Phocidae,Hydrurga,leptonyx,360000
AUS,extant,Carnivora,Phocidae,Leptonychotes,weddellii,400000
AUS,extant,Carnivora,Phocidae,Lobodon,carcinophagus,225000
AUS,extant,Carnivora,Phocidae,Mirounga,leonina,1600000
AUS,extant,Carnivora,Phocidae,Ommatophoca,rossii,250000
AUS,extant,Chiroptera,Emballonuridae,Saccolaimus,mixtus,
AUS,extant,Chiroptera,Emballonuridae,Saccolaimus,flaviventris,45
AUS,extant,Chiroptera,Emballonuridae,Saccolaimus,saccolaimus,43.7
AUS,extant,Chiroptera,Emballonuridae,Taphozous,australis,22.9
AUS,extant,Chiroptera,Emballonuridae,Taphozous,georgianus,27.7
AUS,extant,Chiroptera,Emballonuridae,Taphozous,hilli,22
AUS,extant,Chiroptera,Emballonuridae,Taphozous,kapalgensis,26
AUS,extant,Chiroptera,Megadermatidae,Macroderma,gigas,126.4
AUS,extant,Chiroptera,Molossidae,Chaerephon,jobensis,21.3
AUS,extant,Chiroptera,Molossidae,Mormopterus,beccarii,14.9
AUS,extant,Chiroptera,Molossidae,Mormopterus,norfolkensis,8
AUS,extant,Chiroptera,Molossidae,Mormopterus,planiceps,8.8
AUS,extant,Chiroptera,Molossidae,Tadarida,australis,31.8
AUS,extant,Chiroptera,Pteropodidae,Dobsonia,moluccensis,381.4
AUS,extant,Chiroptera,Pteropodidae,Macroglossus,minimus,15.9
AUS,extant,Chiroptera,Pteropodidae,Melonycteris,melanops,49
AUS,extant,Chiroptera,Pteropodidae,Nyctimene,albiventer,29.9
AUS,extant,Chiroptera,Pteropodidae,Nyctimene,robinsoni,49.5
AUS,extant,Chiroptera,Pteropodidae,Pteropus,alecto,672.1
AUS,extant,Chiroptera,Pteropodidae,Pteropus,conspicillatus,775.7
AUS,extant,Chiroptera,Pteropodidae,Pteropus,poliocephalus,749.9
AUS,extant,Chiroptera,Pteropodidae,Pteropus,scapulatus,443.4
AUS,historical,Chiroptera,Pteropodidae,Pteropus,brunneus,200
AUS,extant,Chiroptera,Pteropodidae,Syconycteris,australis,17.1
AUS,extant,Chiroptera,Rhinolophidae,Hipposideros,ater,5.8
AUS,extant,Chiroptera,Rhinolophidae,Hipposideros,cervinus,9.3
AUS,extant,Chiroptera,Rhinolophidae,Hipposideros,diadema,43.8
AUS,extant,Chiroptera,Rhinolophidae,Hipposideros,semoni,14
AUS,extant,Chiroptera,Rhinolophidae,Hipposideros,stenotis,12
AUS,extant,Chiroptera,Rhinolophidae,Rhinolophus,megaphyllus,10.1
AUS,extant,Chiroptera,Rhinolophidae,Rhinolophus,philippinensis,10.7
AUS,extant,Chiroptera,Rhinolophidae,Rhinonicteris,aurantia,8.8
AUS,extant,Chiroptera,Vespertilionidae,Chalinolobus,picatus,
AUS,extant,Chiroptera,Vespertilionidae,Chalinolobus,dwyeri,9
AUS,extant,Chiroptera,Vespertilionidae,Chalinolobus,gouldii,14.5
AUS,extant,Chiroptera,Vespertilionidae,Chalinolobus,morio,8.8
AUS,extant,Chiroptera,Vespertilionidae,Chalinolobus,nigrogriseus,8.8
AUS,extant,Chiroptera,Vespertilionidae,Eptesicus,baverstocki,
AUS,extant,Chiroptera,Vespertilionidae,Eptesicus,douglasorum,5
AUS,extant,Chiroptera,Vespertilionidae,Eptesicus,pumilus,5.1
AUS,extant,Chiroptera,Vespertilionidae,Eptesicus,regulus,5.1
AUS,extant,Chiroptera,Vespertilionidae,Eptesicus,sagittula,6.5
AUS,extant,Chiroptera,Vespertilionidae,Kerivoula,papuensis,6.2
AUS,extant,Chiroptera,Vespertilionidae,Miniopterus,australis,7.3
AUS,extant,Chiroptera,Vespertilionidae,Miniopterus,schreibersi,11.5
AUS,extant,Chiroptera,Vespertilionidae,Murina,florium,4.3
AUS,extant,Chiroptera,Vespertilionidae,Myotis,australis,
AUS,extant,Chiroptera,Vespertilionidae,Myotis,adversus,10.6
AUS,extant,Chiroptera,Vespertilionidae,Nycticeius,balstoni,11.7
AUS,extant,Chiroptera,Vespertilionidae,Nycticeius,greyii,10
AUS,extant,Chiroptera,Vespertilionidae,Nycticeius,rueppellii,26.5
AUS,extant,Chiroptera,Vespertilionidae,Nycticeius,sanborni,8
AUS,extant,Chiroptera,Vespertilionidae,Nyctophilus,arnhemensis,6.7
AUS,extant,Chiroptera,Vespertilionidae,Nyctophilus,geoffroyi,7.3
AUS,extant,Chiroptera,Vespertilionidae,Nyctophilus,gouldi,10
AUS,extant,Chiroptera,Vespertilionidae,Nyctophilus,timoriensis,11.7
AUS,extant,Chiroptera,Vespertilionidae,Nyctophilus,walkeri,4.3
AUS,extant,Chiroptera,Vespertilionidae,Pipistrellus,javanicus,5.3
AUS,extant,Chiroptera,Vespertilionidae,Pipistrellus,tasmaniensis,22.7
AUS,extant,Chiroptera,Vespertilionidae,Pipistrellus,tenuis,4.7
AUS,extant,Dasyuromorphia,Dasyuridae,Antechinus,bellus,44.5
AUS,extant,Dasyuromorphia,Dasyuridae,Antechinus,flavipes,45
AUS,extant,Dasyuromorphia,Dasyuridae,Antechinus,godmani,76.5
AUS,extant,Dasyuromorphia,Dasyuridae,Antechinus,leo,74
AUS,extant,Dasyuromorphia,Dasyuridae,Antechinus,minimus,53.5
AUS,extant,Dasyuromorphia,Dasyuridae,Antechinus,stuartii,27.5
AUS,extant,Dasyuromorphia,Dasyuridae,Antechinus,swainsonii,53
AUS,extant,Dasyuromorphia,Dasyuridae,Dasycercus,byrnei,103.8
AUS,extant,Dasyuromorphia,Dasyuridae,Dasycercus,cristicauda,100
AUS,extant,Dasyuromorphia,Dasyuridae,Dasykaluta,rosamondae,28.8
AUS,extant,Dasyuromorphia,Dasyuridae,Dasyurus,geoffroii,1100
AUS,extant,Dasyuromorphia,Dasyuridae,Dasyurus,hallucatus,525
AUS,extant,Dasyuromorphia,Dasyuridae,Dasyurus,maculatus,5500
AUS,extant,Dasyuromorphia,Dasyuridae,Dasyurus,viverrinus,1090
AUS,extant,Dasyuromorphia,Dasyuridae,Ningaui,ridei,8.5
AUS,extant,Dasyuromorphia,Dasyuridae,Ningaui,timealeyi,5.7
AUS,extant,Dasyuromorphia,Dasyuridae,Ningaui,yvonnae,7
AUS,extant,Dasyuromorphia,Dasyuridae,Parantechinus,apicalis,68.8
AUS,extant,Dasyuromorphia,Dasyuridae,Parantechinus,bilarni,27.5
AUS,extant,Dasyuromorphia,Dasyuridae,Phascogale,calura,51.5
AUS,extant,Dasyuromorphia,Dasyuridae,Phascogale,tapoatafa,193.5
AUS,extant,Dasyuromorphia,Dasyuridae,Planigale,gilesi,9.2
AUS,extant,Dasyuromorphia,Dasyuridae,Planigale,ingrami,4.3
AUS,extant,Dasyuromorphia,Dasyuridae,Planigale,maculata,11
AUS,extant,Dasyuromorphia,Dasyuridae,Planigale,tenuirostris,6.1
AUS,extant,Dasyuromorphia,Dasyuridae,Pseudantechinus,macdonnellensis,32.5
AUS,extant,Dasyuromorphia,Dasyuridae,Pseudantechinus,ningbing,20
AUS,extant,Dasyuromorphia,Dasyuridae,Pseudantechinus,woolleyae,40
AUS,extinct,Dasyuromorphia,Dasyuridae,Sarcophilus,laniarius,12000
AUS,historical,Dasyuromorphia,Dasyuridae,Sarcophilus,harrisii,10000
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,aitkeni,22.5
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,archeri,16
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,butleri,25
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,crassicaudata,15
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,dolichura,13.6
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,douglasi,55
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,gilberti,19.5
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,granulipes,25
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,griseoventer,17.5
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,hirtipes,15
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,laniger,25
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,leucopus,26
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,longicaudata,18
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,macroura,20
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,murina,17
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,ooldea,11
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,psammophila,33.5
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,virginiae,35.3
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,youngsoni,10.1
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,fuliginosus,
AUS,extant,Dasyuromorphia,Myrmecobiidae,Myrmecobius,fasciatus,471.5
AUS,extinct,Dasyuromorphia,Phascolarctidae,Phascolarctos,stirtoni,14000
AUS,historical,Dasyuromorphia,Thylacinidae,Thylacinus,cynocephalus,30000
AUS,extinct,Diprotodontia,,Diprotodon,minor,900000
AUS,extinct,Diprotodontia,,Diprotodon,optatum,1500000
AUS,extinct,Diprotodontia,,Euowenia,grata,750000
AUS,extinct,Diprotodontia,,Euryzygoma,dunese,500000
AUS,extinct,Diprotodontia,,Nototherium,mitchelli,500000
AUS,extinct,Diprotodontia,,Palorchestes,azeal,500000
AUS,extinct,Diprotodontia,,Palorchestes,parvus,100000
AUS,extinct,Diprotodontia,,Zygomaturus,trilobus,750000
AUS,extant,Diprotodontia,Arcobatidae,Acrobates,pygmaeus,12
AUS,extant,Diprotodontia,Burramyidae,Burramys,parvus,41.5
AUS,extant,Diprotodontia,Burramyidae,Cercartetus,caudatus,30
AUS,extant,Diprotodontia,Burramyidae,Cercartetus,concinnus,13
AUS,extant,Diprotodontia,Burramyidae,Cercartetus,lepidus,7
AUS,extant,Diprotodontia,Burramyidae,Cercartetus,nanus,24
AUS,extant,Diprotodontia,Macropodidae,Dendrolagus,bennettianus,10950
AUS,extant,Diprotodontia,Macropodidae,Dendrolagus,lumholtzi,6750
AUS,extinct,Diprotodontia,Macropodidae,Kangurus,congrous,40000
AUS,extant,Diprotodontia,Macropodidae,Lagorchestes,conspicillatus,3050
AUS,extant,Diprotodontia,Macropodidae,Lagorchestes,hirsutus,1265
AUS,historical,Diprotodontia,Macropodidae,Lagorchestes,leporides,3000
AUS,historical,Diprotodontia,Macropodidae,Lagorchestes,asomatus,1500
AUS,extant,Diprotodontia,Macropodidae,Lagostrophus,fasciatus,1700
AUS,extant,Diprotodontia,Macropodidae,Macropus,agilis,15000
AUS,extant,Diprotodontia,Macropodidae,Macropus,antilopinus,27250
AUS,extant,Diprotodontia,Macropodidae,Macropus,bernardus,17000
AUS,extant,Diprotodontia,Macropodidae,Macropus,dorsalis,11250
AUS,extant,Diprotodontia,Macropodidae,Macropus,eugenii,6500
AUS,extant,Diprotodontia,Macropodidae,Macropus,fuliginosus,22000
AUS,extant,Diprotodontia,Macropodidae,Macropus,giganteus,25875
AUS,extant,Diprotodontia,Macropodidae,Macropus,irma,8000
AUS,extant,Diprotodontia,Macropodidae,Macropus,parma,4500
AUS,extant,Diprotodontia,Macropodidae,Macropus,parryi,13500
AUS,extant,Diprotodontia,Macropodidae,Macropus,robustus,21262.5
AUS,extant,Diprotodontia,Macropodidae,Macropus,rufogriseus,16850
AUS,extant,Diprotodontia,Macropodidae,Macropus,rufus,46250
AUS,extinct,Diprotodontia,Macropodidae,Macropus,pearsoni,150000
AUS,extinct,Diprotodontia,Macropodidae,Macropus,piltonesis,30000
AUS,extinct,Diprotodontia,Macropodidae,Macropus,ferragus,150000
AUS,extinct,Diprotodontia,Macropodidae,Macropus,thor,30000
AUS,historical,Diprotodontia,Macropodidae,Macropus,greyi,10000
AUS,extant,Diprotodontia,Macropodidae,Onychogalea,fraenata,5500
AUS,extant,Diprotodontia,Macropodidae,Onychogalea,unguifera,6650
AUS,historical,Diprotodontia,Macropodidae,Onychogalea,lunata,3500
AUS,extant,Diprotodontia,Macropodidae,Petrogale,assimilis,4500
AUS,extant,Diprotodontia,Macropodidae,Petrogale,brachyotis,4050
AUS,extant,Diprotodontia,Macropodidae,Petrogale,burbidgei,1258
AUS,extant,Diprotodontia,Macropodidae,Petrogale,concinna,1400
AUS,extant,Diprotodontia,Macropodidae,Petrogale,godmani,4750
AUS,extant,Diprotodontia,Macropodidae,Petrogale,inornata,4600
AUS,extant,Diprotodontia,Macropodidae,Petrogale,lateralis,4625
AUS,extant,Diprotodontia,Macropodidae,Petrogale,penicillata,7100
AUS,extant,Diprotodontia,Macropodidae,Petrogale,persephone,6200
AUS,extant,Diprotodontia,Macropodidae,Petrogale,rothschildi,3400
AUS,extant,Diprotodontia,Macropodidae,Petrogale,xanthopus,8500
AUS,extinct,Diprotodontia,Macropodidae,Procoptodon,goliah,250000
AUS,extinct,Diprotodontia,Macropodidae,Procoptodon,pusio,75000
AUS,extinct,Diprotodontia,Macropodidae,Procoptodon,rapha,150000
AUS,extinct,Diprotodontia,Macropodidae,Procoptodon,texasensis,150000
AUS,extinct,Diprotodontia,Macropodidae,Protemnodon,brehus,100000
AUS,extinct,Diprotodontia,Macropodidae,Protemnodon,roechus,90000
AUS,extinct,Diprotodontia,Macropodidae,Protemnodon,anak,100000
AUS,extant,Diprotodontia,Macropodidae,Setonix,brachyurus,3250
AUS,extinct,Diprotodontia,Macropodidae,Simosthenurus,brownei,50000
AUS,extinct,Diprotodontia,Macropodidae,Simosthenurus,maddocki,50000
AUS,extinct,Diprotodontia,Macropodidae,Simosthenurus,orientalis,75000
AUS,extinct,Diprotodontia,Macropodidae,Simosthenurus,pales,150000
AUS,extinct,Diprotodontia,Macropodidae,Simosthenurus,gilli,30000
AUS,extinct,Diprotodontia,Macropodidae,Simosthenurus,occidentalis,50000
AUS,extinct,Diprotodontia,Macropodidae,Sthenurus,stirlingi,150000
AUS,extinct,Diprotodontia,Macropodidae,Sthenurus,andersoni,50000
AUS,extinct,Diprotodontia,Macropodidae,Sthenurus,atlas,150000
AUS,extinct,Diprotodontia,Macropodidae,Sthenurus,oreas,100000
AUS,extinct,Diprotodontia,Macropodidae,Sthenurus,tindalei,100000
AUS,extant,Diprotodontia,Macropodidae,Thylogale,billardierii,5450
AUS,extant,Diprotodontia,Macropodidae,Thylogale,stigmatica,4600
AUS,extant,Diprotodontia,Macropodidae,Thylogale,thetis,5400
AUS,extinct,Diprotodontia,Macropodidae,Troposodon,minor,40000
AUS,extant,Diprotodontia,Macropodidae,Wallabia,bicolor,15000
AUS,extant,Diprotodontia,Petauridae,Dactylopsila,trivirgata,423
AUS,extant,Diprotodontia,Petauridae,Gymnobelideus,leadbeateri,127
AUS,extant,Diprotodontia,Petauridae,Petaurus,australis,575
AUS,extant,Diprotodontia,Petauridae,Petaurus,breviceps,127.5
AUS,extant,Diprotodontia,Petauridae,Petaurus,gracilis,353
AUS,extant,Diprotodontia,Petauridae,Petaurus,norfolcensis,230
AUS,extant,Diprotodontia,Phalangeridae,Phalanger,orientalis,1850
AUS,extant,Diprotodontia,Phalangeridae,Spilocuscus,maculatus,6400
AUS,extant,Diprotodontia,Phalangeridae,Trichosurus,caninus,3500
AUS,extant,Diprotodontia,Phalangeridae,Trichosurus,vulpecula,2650
AUS,extant,Diprotodontia,Phalangeridae,Trichosurus,arnhemensis,1300
AUS,extant,Diprotodontia,Phalangeridae,Wyulda,squamicaudata,1675
AUS,extant,Diprotodontia,Phascolarctidae,Phascolarctos,cinereus,10250
AUS,extant,Diprotodontia,Potoroidae,Aepyprymnus,rufescens,3250
AUS,extant,Diprotodontia,Potoroidae,Bettongia,gaimardi,1660
AUS,extant,Diprotodontia,Potoroidae,Bettongia,lesueur,1500
AUS,extant,Diprotodontia,Potoroidae,Bettongia,penicillata,1300
AUS,historical,Diprotodontia,Potoroidae,Caloprymnus,campestris,900
AUS,extant,Diprotodontia,Potoroidae,Hypsiprymnodon,moschatus,520
AUS,extinct,Diprotodontia,Potoroidae,N. gen,spp.,5000
AUS,extant,Diprotodontia,Potoroidae,Potorous,longipes,1900
AUS,extant,Diprotodontia,Potoroidae,Potorous,tridactylus,1100
AUS,historical,Diprotodontia,Potoroidae,Potorous,platyops,500
AUS,extinct,Diprotodontia,Potoroidae,Propleopus,oscillans,40000
AUS,extant,Diprotodontia,Psuedocheiridae,Hemibelideus,lemuroides,952.5
AUS,extant,Diprotodontia,Psuedocheiridae,Petauroides,volans,1300
AUS,extant,Diprotodontia,Psuedocheiridae,Petropseudes,dahli,1640
AUS,extant,Diprotodontia,Psuedocheiridae,Pseudocheirus,herbertensis,1115
AUS,extant,Diprotodontia,Psuedocheiridae,Pseudocheirus,peregrinus,900
AUS,extant,Diprotodontia,Psuedocheiridae,Pseudochirops,archeri,1091.5
AUS,extant,Diprotodontia,Tarsipedidae,Tarsipes,rostratus,9
AUS,extant,Diprotodontia,Vombatidae,Lasiorhinus,krefftii,2900
AUS,extant,Diprotodontia,Vombatidae,Lasiorhinus,latifrons,25500
AUS,extinct,Diprotodontia,Vombatidae,Lasiorhinus,angustidens,50000
AUS,extinct,Diprotodontia,Vombatidae,Phascolomys,medius,50000
AUS,extinct,Diprotodontia,Vombatidae,Phascolonus,gigas,200000
AUS,extinct,Diprotodontia,Vombatidae,Ramsaya,magna,100000
AUS,extant,Diprotodontia,Vombatidae,Vombatus,ursinus,26000
AUS,extinct,Diprotodontia,Vombatidae,Vombatus,hacketti,30000
AUS,extinct,Diprotodontia,Vombatidae,Warenja,wakefieldi,10000
AUS,extant,Lagomorpha,Leporidae,Lepus,capensis,4000
AUS,introduction,Lagomorpha,Leporidae,Oryctolagus,cuniculus,1580
AUS,extant,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,1484.3
AUS,extinct,Monotremata,Tachyglossidae,Megalibgwilia,ramsayi,10000
AUS,extant,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,4500
AUS,extinct,Monotremata,Tachyglossidae,Zaglossus,hacketti,30000
AUS,extant,Notoryctemorphia,Notoryctidae,Notoryctes,caurinus,
AUS,extant,Notoryctemorphia,Notoryctidae,Notoryctes,typhlops,55
AUS,historical,Peramelemorphia,Peramelidae,Chaeropus,ecaudatus,200
AUS,extant,Peramelemorphia,Peramelidae,Isoodon,auratus,425
AUS,extant,Peramelemorphia,Peramelidae,Isoodon,macrourus,1600
AUS,extant,Peramelemorphia,Peramelidae,Isoodon,obesulus,775
AUS,extant,Peramelemorphia,Peramelidae,Macrotis,lagotis,1350
AUS,historical,Peramelemorphia,Peramelidae,Macrotis,leucura,354
AUS,extant,Peramelemorphia,Peramelidae,Perameles,bougainville,226
AUS,extant,Peramelemorphia,Peramelidae,Perameles,gunnii,870
AUS,extant,Peramelemorphia,Peramelidae,Perameles,nasuta,975
AUS,historical,Peramelemorphia,Peramelidae,Perameles,eremiana,500
AUS,extant,Peramelemorphia,Peroryctidae,Echymipera,rufescens,1100
AUS,extinct,Peramelemorphia,Thylacoleonidae,Thylacoleo,carnifex,115000
AUS,introduction,Perissodactyla,Equidae,Equus,asinus,325000
AUS,extant,Rodentia,Muridae,Conilurus,penicillatus,153.5
AUS,historical,Rodentia,Muridae,Conilurus,albipes,200
AUS,extant,Rodentia,Muridae,Hydromys,chrysogaster,606
AUS,extant,Rodentia,Muridae,Leggadina,forresti,20
AUS,extant,Rodentia,Muridae,Leggadina,lakedownensis,17.5
AUS,extant,Rodentia,Muridae,Leporillus,conditor,350
AUS,historical,Rodentia,Muridae,Leporillus,apicalis,150
AUS,extant,Rodentia,Muridae,Melomys,burtoni,68.5
AUS,extant,Rodentia,Muridae,Melomys,capensis,70
AUS,extant,Rodentia,Muridae,Melomys,cervinipes,78
AUS,extant,Rodentia,Muridae,Melomys,rubicola,100
AUS,extant,Rodentia,Muridae,Mesembriomys,gouldii,716.5
AUS,extant,Rodentia,Muridae,Mesembriomys,macrurus,267
AUS,introduction,Rodentia,Muridae,Mus,musculus,16.5
AUS,extant,Rodentia,Muridae,Notomys,alexis,35
AUS,extant,Rodentia,Muridae,Notomys,aquilo,39
AUS,extant,Rodentia,Muridae,Notomys,cervinus,35
AUS,extant,Rodentia,Muridae,Notomys,fuscus,35
AUS,extant,Rodentia,Muridae,Notomys,mitchellii,52
AUS,historical,Rodentia,Muridae,Notomys,macrotis,90
AUS,historical,Rodentia,Muridae,Notomys,mordax,90
AUS,historical,Rodentia,Muridae,Notomys,longicaudatus,100
AUS,historical,Rodentia,Muridae,Notomys,amplus,90
AUS,historical,Rodentia,Muridae,Notomys,spp1,500
AUS,extant,Rodentia,Muridae,Pogonomys,macrourus,63
AUS,extant,Rodentia,Muridae,Pseudomys,patrius,
AUS,extant,Rodentia,Muridae,Pseudomys,praeconis,
AUS,extant,Rodentia,Muridae,Pseudomys,albocinereus,30.5
AUS,extant,Rodentia,Muridae,Pseudomys,apodemoides,20
AUS,extant,Rodentia,Muridae,Pseudomys,australis,65
AUS,extant,Rodentia,Muridae,Pseudomys,bolami,15.5
AUS,extant,Rodentia,Muridae,Pseudomys,chapmani,12
AUS,extant,Rodentia,Muridae,Pseudomys,delicatulus,11
AUS,extant,Rodentia,Muridae,Pseudomys,desertor,25
AUS,extant,Rodentia,Muridae,Pseudomys,fumeus,70
AUS,extant,Rodentia,Muridae,Pseudomys,fuscus,122
AUS,extant,Rodentia,Muridae,Pseudomys,gracilicaudatus,74.8
AUS,extant,Rodentia,Muridae,Pseudomys,hermannsburgensis,12
AUS,extant,Rodentia,Muridae,Pseudomys,higginsi,67
AUS,extant,Rodentia,Muridae,Pseudomys,johnsoni,12
AUS,extant,Rodentia,Muridae,Pseudomys,laborifex,12
AUS,extant,Rodentia,Muridae,Pseudomys,nanus,34
AUS,extant,Rodentia,Muridae,Pseudomys,novaehollandiae,20
AUS,extant,Rodentia,Muridae,Pseudomys,occidentalis,34
AUS,extant,Rodentia,Muridae,Pseudomys,oralis,95
AUS,extant,Rodentia,Muridae,Pseudomys,pilligaensis,11
AUS,extant,Rodentia,Muridae,Pseudomys,shortridgei,70
AUS,historical,Rodentia,Muridae,Pseudomys,glaucus,
AUS,historical,Rodentia,Muridae,Pseudomys,gouldii,50
AUS,historical,Rodentia,Muridae,Pseudomys,fieldi,45
AUS,historical,Rodentia,Muridae,Pseudomys,spp 1,50
AUS,extant,Rodentia,Muridae,Rattus,colletti,61
AUS,extant,Rodentia,Muridae,Rattus,exulans,40
AUS,extant,Rodentia,Muridae,Rattus,fuscipes,133
AUS,extant,Rodentia,Muridae,Rattus,leucopus,132
AUS,extant,Rodentia,Muridae,Rattus,lutreolus,106
AUS,extant,Rodentia,Muridae,Rattus,sordidus,157.5
AUS,extant,Rodentia,Muridae,Rattus,tunneyi,124
AUS,extant,Rodentia,Muridae,Rattus,villosissimus,134
AUS,introduction,Rodentia,Muridae,Rattus,norvegicus,320
AUS,introduction,Rodentia,Muridae,Rattus,rattus,280
AUS,extant,Rodentia,Muridae,Uromys,caudimaculatus,646
